iteration,cost
1,0.6030434782608696
2,0.6030434782608696
3,0.6030434782608696
4,0.6030434782608696
5,0.6030434782608696
6,0.5967391304347827
7,0.5967391304347827
8,0.59
9,0.59
10,0.59
11,0.49217391304347824
12,0.49217391304347824
13,0.49217391304347824
14,0.49217391304347824
15,0.49217391304347824
16,0.49217391304347824
17,0.49217391304347824
18,0.49217391304347824
19,0.49217391304347824
20,0.49217391304347824
21,0.49217391304347824
22,0.49217391304347824
23,0.49217391304347824
24,0.49217391304347824
25,0.49217391304347824
26,0.49217391304347824
27,0.49217391304347824
28,0.49217391304347824
29,0.49217391304347824
30,0.49217391304347824
31,0.49217391304347824
32,0.49217391304347824
33,0.49217391304347824
34,0.49217391304347824
35,0.49217391304347824
36,0.49217391304347824
37,0.49217391304347824
38,0.49217391304347824
39,0.49217391304347824
40,0.49217391304347824
41,0.49217391304347824
42,0.49217391304347824
43,0.49217391304347824
44,0.49217391304347824
45,0.49217391304347824
46,0.49217391304347824
47,0.49217391304347824
48,0.49217391304347824
49,0.49217391304347824
50,0.49217391304347824
51,0.49217391304347824
52,0.49217391304347824
53,0.49217391304347824
54,0.49217391304347824
55,0.49217391304347824
56,0.49217391304347824
57,0.49217391304347824
58,0.49217391304347824
59,0.49217391304347824
60,0.49217391304347824
61,0.49217391304347824
62,0.49217391304347824
63,0.49217391304347824
64,0.49217391304347824
65,0.49217391304347824
66,0.49217391304347824
67,0.49217391304347824
68,0.49217391304347824
69,0.49217391304347824
70,0.49217391304347824
71,0.49217391304347824
72,0.49217391304347824
73,0.49217391304347824
74,0.49217391304347824
75,0.49217391304347824
76,0.49217391304347824
77,0.49217391304347824
78,0.49217391304347824
79,0.49217391304347824
80,0.49217391304347824
81,0.49217391304347824
82,0.49217391304347824
83,0.49217391304347824
84,0.49217391304347824
85,0.49217391304347824
86,0.49217391304347824
87,0.49217391304347824
88,0.49217391304347824
89,0.49217391304347824
90,0.49217391304347824
91,0.49217391304347824
92,0.49217391304347824
93,0.49217391304347824
94,0.49217391304347824
95,0.49217391304347824
96,0.49217391304347824
97,0.49217391304347824
98,0.49217391304347824
99,0.49217391304347824
100,0.49217391304347824
101,0.49217391304347824
102,0.48543478260869566
103,0.48543478260869566
104,0.48543478260869566
105,0.48543478260869566
106,0.48543478260869566
107,0.47782608695652173
108,0.47782608695652173
109,0.47782608695652173
110,0.47782608695652173
111,0.47782608695652173
112,0.4734782608695651
113,0.4734782608695651
114,0.4734782608695651
115,0.4734782608695651
116,0.46913043478260863
117,0.46913043478260863
118,0.46913043478260863
119,0.46913043478260863
120,0.46913043478260863
121,0.46913043478260863
122,0.46913043478260863
123,0.46913043478260863
124,0.46913043478260863
125,0.46913043478260863
126,0.46913043478260863
127,0.46913043478260863
128,0.46913043478260863
129,0.46913043478260863
130,0.46913043478260863
131,0.46913043478260863
132,0.46913043478260863
133,0.46913043478260863
134,0.46913043478260863
135,0.46913043478260863
136,0.46913043478260863
137,0.46913043478260863
138,0.46913043478260863
139,0.46913043478260863
140,0.46913043478260863
141,0.46913043478260863
142,0.46913043478260863
143,0.46913043478260863
144,0.46913043478260863
145,0.46913043478260863
146,0.46913043478260863
147,0.46913043478260863
148,0.46913043478260863
149,0.46913043478260863
150,0.46913043478260863
151,0.46913043478260863
152,0.46913043478260863
153,0.46913043478260863
154,0.46913043478260863
155,0.46913043478260863
156,0.46913043478260863
157,0.46913043478260863
158,0.46913043478260863
159,0.46913043478260863
160,0.46913043478260863
161,0.46739130434782616
162,0.46739130434782616
163,0.46739130434782616
164,0.46739130434782616
165,0.46739130434782616
166,0.46739130434782616
167,0.46739130434782616
168,0.46739130434782616
169,0.46739130434782616
170,0.46739130434782616
171,0.46739130434782616
172,0.46739130434782616
173,0.46739130434782616
174,0.46739130434782616
175,0.46739130434782616
176,0.46739130434782616
177,0.46739130434782616
178,0.46739130434782616
179,0.46739130434782616
180,0.46739130434782616
181,0.46739130434782616
182,0.46739130434782616
183,0.46739130434782616
184,0.46739130434782616
185,0.46739130434782616
186,0.4504347826086956
187,0.4504347826086956
188,0.4504347826086956
189,0.4504347826086956
190,0.4504347826086956
191,0.4504347826086956
192,0.4504347826086956
193,0.4504347826086956
194,0.4504347826086956
195,0.4504347826086956
196,0.4504347826086956
197,0.4504347826086956
198,0.4504347826086956
199,0.4504347826086956
200,0.4504347826086956
201,0.4504347826086956
202,0.4504347826086956
203,0.4504347826086956
204,0.4504347826086956
205,0.4504347826086956
206,0.4504347826086956
207,0.4504347826086956
208,0.44869565217391305
209,0.44869565217391305
210,0.44869565217391305
211,0.44869565217391305
212,0.44869565217391305
213,0.44869565217391305
214,0.44869565217391305
215,0.44869565217391305
216,0.44869565217391305
217,0.44869565217391305
218,0.44869565217391305
219,0.44869565217391305
220,0.44869565217391305
221,0.44869565217391305
222,0.44869565217391305
223,0.44869565217391305
224,0.44869565217391305
225,0.44869565217391305
226,0.44869565217391305
227,0.44869565217391305
228,0.44869565217391305
229,0.44869565217391305
230,0.44869565217391305
231,0.44869565217391305
232,0.44869565217391305
233,0.44869565217391305
234,0.44869565217391305
235,0.44869565217391305
236,0.44869565217391305
237,0.44869565217391305
238,0.44869565217391305
239,0.44869565217391305
240,0.44869565217391305
241,0.44869565217391305
242,0.44869565217391305
243,0.44869565217391305
244,0.43934782608695655
245,0.43934782608695655
246,0.43934782608695655
247,0.43934782608695655
248,0.43934782608695655
249,0.43934782608695655
250,0.43934782608695655
251,0.43934782608695655
252,0.43934782608695655
253,0.43934782608695655
254,0.43934782608695655
255,0.43934782608695655
256,0.43934782608695655
257,0.43934782608695655
258,0.43934782608695655
259,0.43934782608695655
260,0.43934782608695655
261,0.43934782608695655
262,0.43934782608695655
263,0.43934782608695655
264,0.43934782608695655
265,0.43934782608695655
