iteration,cost
1,0.5396078431372549
2,0.5396078431372549
3,0.5396078431372549
4,0.5396078431372549
5,0.5360784313725491
6,0.5360784313725491
7,0.5360784313725491
8,0.5360784313725491
9,0.5360784313725491
10,0.5360784313725491
11,0.5360784313725491
12,0.5360784313725491
13,0.5301960784313725
14,0.5294117647058824
15,0.5294117647058824
16,0.5066666666666666
17,0.5066666666666666
18,0.5066666666666666
19,0.5066666666666666
20,0.5066666666666666
21,0.5066666666666666
22,0.5066666666666666
23,0.5015686274509804
24,0.5015686274509804
25,0.5015686274509804
26,0.4817647058823529
27,0.4817647058823529
28,0.4817647058823529
29,0.4817647058823529
30,0.4817647058823529
31,0.4817647058823529
32,0.4817647058823529
33,0.4817647058823529
34,0.4817647058823529
35,0.4817647058823529
36,0.4817647058823529
37,0.4817647058823529
38,0.4817647058823529
39,0.4817647058823529
40,0.4817647058823529
41,0.4641176470588235
42,0.4641176470588235
43,0.4641176470588235
44,0.4641176470588235
45,0.4641176470588235
46,0.4641176470588235
47,0.4641176470588235
48,0.4641176470588235
49,0.4641176470588235
50,0.4641176470588235
51,0.4641176470588235
52,0.4309803921568627
53,0.4309803921568627
54,0.4309803921568627
55,0.4309803921568627
56,0.4309803921568627
57,0.4309803921568627
58,0.4309803921568627
59,0.4309803921568627
60,0.4309803921568627
61,0.4309803921568627
62,0.4309803921568627
63,0.4309803921568627
64,0.4309803921568627
65,0.4309803921568627
66,0.4309803921568627
67,0.4309803921568627
68,0.4309803921568627
69,0.4309803921568627
70,0.4309803921568627
71,0.4309803921568627
72,0.4309803921568627
73,0.4309803921568627
74,0.4309803921568627
75,0.4309803921568627
76,0.4309803921568627
77,0.4309803921568627
78,0.4309803921568627
79,0.4309803921568627
80,0.4309803921568627
81,0.4309803921568627
82,0.4309803921568627
83,0.4309803921568627
84,0.4309803921568627
85,0.4309803921568627
86,0.4309803921568627
87,0.4309803921568627
88,0.4309803921568627
89,0.4309803921568627
90,0.4309803921568627
91,0.4309803921568627
92,0.4309803921568627
93,0.4309803921568627
94,0.4309803921568627
95,0.41843137254901963
96,0.41843137254901963
97,0.41843137254901963
98,0.41843137254901963
99,0.41843137254901963
100,0.41843137254901963
101,0.41843137254901963
102,0.41843137254901963
103,0.41843137254901963
104,0.41843137254901963
105,0.41176470588235303
106,0.41176470588235303
107,0.41176470588235303
108,0.41176470588235303
109,0.41176470588235303
110,0.41176470588235303
111,0.41176470588235303
112,0.41176470588235303
113,0.41176470588235303
114,0.41176470588235303
115,0.41176470588235303
116,0.41176470588235303
117,0.41176470588235303
118,0.41176470588235303
119,0.41176470588235303
120,0.41176470588235303
121,0.41176470588235303
122,0.41176470588235303
123,0.41176470588235303
124,0.41176470588235303
125,0.41176470588235303
126,0.41176470588235303
127,0.41176470588235303
128,0.41176470588235303
129,0.41176470588235303
130,0.41176470588235303
131,0.40666666666666673
132,0.3764705882352941
133,0.3764705882352941
134,0.3764705882352941
135,0.3764705882352941
136,0.3764705882352941
137,0.3764705882352941
138,0.3764705882352941
139,0.3764705882352941
140,0.3764705882352941
141,0.3764705882352941
142,0.3764705882352941
143,0.3764705882352941
144,0.3764705882352941
145,0.3764705882352941
146,0.3764705882352941
147,0.3719607843137255
148,0.3719607843137255
149,0.3719607843137255
150,0.3719607843137255
151,0.3719607843137255
152,0.3719607843137255
153,0.3719607843137255
154,0.3719607843137255
155,0.3719607843137255
156,0.3686274509803922
157,0.3686274509803922
158,0.3686274509803922
159,0.3686274509803922
160,0.3686274509803922
161,0.3686274509803922
162,0.3686274509803922
163,0.3686274509803922
164,0.3686274509803922
165,0.3686274509803922
166,0.3686274509803922
167,0.3686274509803922
168,0.3686274509803922
169,0.3686274509803922
170,0.3686274509803922
171,0.3686274509803922
172,0.3686274509803922
173,0.3686274509803922
174,0.36392156862745106
175,0.36392156862745106
176,0.36392156862745106
